sample_id,actual,prediction,correct,confidence
0,1,1,1,0.9273059368133545
1,0,0,1,0.9998257160186768
2,0,0,1,0.9992004036903381
3,1,1,1,0.9994913339614868
4,1,1,1,0.9677531123161316
5,0,1,0,0.7025002241134644
6,0,0,1,0.999839723110199
7,0,1,0,0.6747179627418518
8,1,1,1,0.9759290814399719
9,1,1,1,0.9999947547912598
10,0,0,1,0.9981547594070435
11,1,1,1,0.999153733253479
12,1,1,1,0.9999791383743286
13,0,0,1,0.9981446862220764
14,0,0,1,0.9816473722457886
15,1,1,1,0.9988353848457336
16,0,0,1,0.8868755102157593
17,1,1,1,0.9953835606575012
18,0,0,1,0.9488463997840881
19,1,1,1,0.7241275310516357
20,1,1,1,0.8983531594276428
21,1,1,1,0.9998109936714172
22,0,1,0,0.7083392143249512
23,0,0,1,0.7446370124816895
24,0,0,1,0.9998425245285034
25,1,1,1,0.7963064312934875
26,1,1,1,0.9981826543807983
27,0,0,1,0.9960246682167053
28,1,1,1,0.693760097026825
29,0,0,1,0.9208704233169556
30,1,1,1,0.9997957348823547
31,1,1,1,0.9990037083625793
32,0,0,1,0.9989987015724182
33,0,0,1,0.8756132125854492
34,1,1,1,0.9999277591705322
35,1,1,1,0.9987338185310364
36,1,1,1,0.6683963537216187
37,1,1,1,0.9740081429481506
38,1,1,1,0.9996441602706909
39,1,1,1,0.999942421913147
40,0,0,1,0.9975097179412842
41,1,1,1,0.9989542961120605
42,1,1,1,0.993477463722229
43,0,0,1,0.8762161135673523
44,0,0,1,0.6625903248786926
45,1,1,1,0.8506457209587097
46,1,1,1,0.9974365830421448
47,1,1,1,0.998072624206543
48,0,0,1,0.9953354597091675
49,0,0,1,0.9999794363975525
50,1,1,1,0.999852180480957
51,1,0,0,0.5610942840576172
52,0,0,1,0.992256224155426
53,1,1,1,0.9995051622390747
54,0,0,1,0.9999887943267822
55,1,1,1,0.9937106370925903
56,0,0,1,0.8089433908462524
57,1,1,1,0.9999324083328247
58,0,0,1,0.9994886517524719
59,1,1,1,0.9952235817909241
60,0,0,1,0.999955952167511
61,0,0,1,0.9992530345916748
62,1,1,1,0.9999926090240479
63,1,0,0,0.867107629776001
64,1,1,1,0.9999815225601196
65,1,1,1,0.9860543608665466
66,1,1,1,0.8059764504432678
67,0,0,1,0.7438552379608154
68,0,0,1,0.9996564388275146
69,1,1,1,0.9999814033508301
70,0,0,1,0.9999709129333496
71,0,0,1,0.9971887469291687
72,1,1,1,0.7129207253456116
73,1,1,1,0.9990216493606567
74,1,1,1,0.9925879836082458
75,0,0,1,0.9999979138374329
76,0,0,1,0.9766734838485718
77,0,0,1,0.9999183416366577
78,1,1,1,0.9979090690612793
79,1,1,1,0.9482522010803223
80,0,0,1,0.9416339993476868
81,0,0,1,0.9441157579421997
82,1,1,1,0.9999113082885742
83,0,0,1,0.999980092048645
84,1,1,1,0.7972723841667175
85,1,1,1,0.9972971081733704
86,0,0,1,0.8524141907691956
87,1,1,1,0.9989030361175537
88,1,1,1,0.9938147068023682
89,1,1,1,0.9945055842399597
90,0,0,1,0.9952086806297302
91,1,1,1,0.6095770597457886
92,1,1,1,0.998489499092102
93,1,1,1,0.9996201992034912
94,1,1,1,0.999487042427063
95,1,1,1,0.9998654127120972
96,0,0,1,0.8920127153396606
97,1,1,1,0.9913119077682495
98,1,1,1,0.9989193677902222
99,0,0,1,0.9999839663505554
100,1,1,1,0.9164436459541321
101,0,0,1,0.8547775149345398
102,1,1,1,0.9993959665298462
103,1,1,1,0.6045103669166565
104,0,0,1,0.9928470849990845
105,0,0,1,0.999963104724884
106,0,0,1,0.9999922513961792
107,0,0,1,0.9628857374191284
108,1,1,1,0.9999938011169434
109,1,1,1,0.995257556438446
110,0,0,1,0.9999686479568481
111,1,0,0,0.7314249277114868
112,0,0,1,0.9995843172073364
113,0,0,1,0.9975948333740234
114,1,1,1,0.977104902267456
115,0,0,1,0.996116578578949
116,0,0,1,0.9993172883987427
117,1,1,1,0.9982234835624695
118,0,0,1,0.8765825033187866
119,0,0,1,0.9957303404808044
120,1,1,1,0.9991744160652161
121,0,0,1,0.9908134937286377
122,1,1,1,0.9988272786140442
123,0,0,1,0.999994158744812
124,0,0,1,0.9898325800895691
125,0,1,0,0.5550739765167236
126,1,1,1,0.9618794322013855
127,1,1,1,0.9999396800994873
128,1,1,1,0.9983938336372375
129,0,0,1,0.6856468915939331
130,0,0,1,0.8580226898193359
131,0,0,1,0.9910152554512024
132,1,1,1,0.8114104866981506
133,0,0,1,0.6375628709793091
134,0,0,1,0.7609186172485352
135,0,0,1,0.9997589588165283
136,1,1,1,0.9987714886665344
137,0,0,1,0.9975470304489136
138,1,1,1,0.9987521171569824
139,0,0,1,0.793929398059845
140,0,0,1,0.8952202796936035
141,0,0,1,0.7562565207481384
142,1,1,1,0.9871916770935059
143,0,0,1,0.9917909502983093
144,1,1,1,0.999957799911499
145,1,1,1,0.9955374002456665
146,0,0,1,0.9967804551124573
147,0,0,1,0.9961276054382324
148,0,0,1,0.9999989867210388
149,1,1,1,0.9475182294845581
150,1,1,1,0.9999912977218628
151,0,0,1,0.9966915845870972
152,1,1,1,0.818286120891571
153,1,1,1,0.99983811378479
154,0,0,1,0.9938738346099854
155,0,0,1,0.9893909096717834
156,1,1,1,0.8880465030670166
157,1,1,1,0.9993389248847961
158,1,1,1,0.9999972581863403
159,1,1,1,0.9939433932304382
160,0,0,1,0.9726229310035706
161,0,0,1,0.9498376250267029
162,0,0,1,0.9638381600379944
163,0,0,1,0.9999996423721313
164,0,0,1,0.9999732971191406
165,1,1,1,0.761570930480957
166,0,0,1,0.9766485095024109
167,0,0,1,0.9999982118606567
168,0,0,1,0.9969320893287659
169,0,0,1,0.9977639317512512
170,1,1,1,0.9711480736732483
171,1,1,1,0.9891490340232849
172,0,0,1,0.999040424823761
173,0,0,1,0.9565210342407227
174,1,1,1,0.9589388370513916
175,0,0,1,0.9999318718910217
176,1,1,1,0.9999998807907104
177,0,0,1,0.9789860844612122
178,1,1,1,0.9999797344207764
179,0,0,1,0.9973393082618713
180,1,1,1,0.9995831847190857
181,1,1,1,0.9972825050354004
182,1,1,1,0.9970393776893616
183,1,0,0,0.7887625694274902
184,0,0,1,0.95945143699646
185,1,1,1,0.9997044205665588
186,0,0,1,0.9603418707847595
187,0,0,1,0.9925336241722107
188,1,1,1,0.8490972518920898
189,0,0,1,0.6643928289413452
190,1,1,1,0.9915838241577148
191,0,0,1,0.9926489591598511
192,1,1,1,0.9979097247123718
193,0,0,1,0.5467096567153931
194,1,1,1,0.999291181564331
195,1,1,1,0.9995409250259399
196,0,0,1,0.9852073788642883
197,1,0,0,0.5296132564544678
198,1,1,1,0.7572906017303467
199,1,1,1,0.9952056407928467
200,0,0,1,0.9828583598136902
201,0,0,1,0.9989983439445496
202,1,1,1,0.9998540878295898
203,1,1,1,0.9803068041801453
204,1,1,1,0.5210514068603516
205,1,1,1,0.9320811033248901
206,0,0,1,0.9999996423721313
207,1,1,1,0.999991774559021
208,0,0,1,0.9337778687477112
209,0,0,1,0.9607323408126831
210,1,1,1,0.9999974966049194
211,0,0,1,0.9999253153800964
212,0,0,1,0.9719675183296204
213,1,1,1,1.0
214,0,0,1,0.9985560178756714
215,1,1,1,0.9995934367179871
216,0,0,1,0.9977774620056152
217,1,0,0,0.5754806995391846
218,0,0,1,0.9813955426216125
219,0,0,1,0.9889203906059265
220,1,1,1,0.9989449381828308
221,0,0,1,0.9999966621398926
222,0,0,1,0.999995231628418
223,1,1,1,0.9622604846954346
224,0,0,1,0.9829066395759583
225,0,0,1,0.9844266772270203
226,1,1,1,0.9631051421165466
227,0,0,1,0.9997597932815552
228,0,0,1,0.7675434350967407
229,1,1,1,0.5387921929359436
230,1,1,1,0.9958499670028687
231,1,1,1,0.868144690990448
232,1,1,1,0.9839527010917664
233,0,0,1,0.9777286648750305
234,1,1,1,0.9825927019119263
235,0,0,1,0.9999586939811707
236,0,0,1,0.9964751601219177
237,0,0,1,0.9980536699295044
238,0,0,1,0.9893791079521179
239,0,0,1,0.8409751653671265
240,1,1,1,0.9894988536834717
241,1,1,1,0.9952257871627808
242,0,0,1,0.999824047088623
243,1,1,1,0.9760790467262268
244,0,0,1,0.9999994039535522
245,1,1,1,0.9999426603317261
246,0,0,1,0.9863166809082031
247,1,1,1,0.9993322491645813
248,1,1,1,0.9999146461486816
249,0,0,1,0.8928716778755188
250,1,0,0,0.7444062232971191
251,0,0,1,0.6417908668518066
252,0,0,1,0.9999105930328369
253,0,0,1,0.9998084902763367
254,1,1,1,0.994432270526886
255,0,0,1,0.999849796295166
256,0,0,1,0.9999909400939941
257,0,0,1,0.9999773502349854
258,1,1,1,0.981965959072113
259,1,1,1,0.9966505169868469
260,0,0,1,0.9426807165145874
261,0,0,1,0.9929633140563965
262,1,1,1,0.7424965500831604
263,0,0,1,0.8410113453865051
264,0,0,1,0.5332627296447754
265,0,0,1,0.9946196675300598
266,0,0,1,0.8620282411575317
267,1,1,1,0.989403486251831
268,0,0,1,0.9553080797195435
269,1,1,1,0.9973092079162598
270,1,1,1,0.9987336993217468
271,0,0,1,0.9940256476402283
272,1,1,1,0.9997444748878479
273,1,1,1,0.9972957968711853
274,1,1,1,0.9947956204414368
275,1,1,1,0.999797523021698
276,1,1,1,0.9903308153152466
277,1,1,1,0.9977914094924927
278,1,1,1,0.9998219609260559
279,1,1,1,0.8537829518318176
280,1,1,1,0.9998364448547363
281,0,0,1,0.9999727010726929
282,0,1,0,0.6608468294143677
283,1,1,1,0.9999325275421143
284,1,1,1,0.9999294281005859
285,1,1,1,0.9999890327453613
286,0,0,1,0.9994837045669556
287,0,0,1,0.6355405449867249
288,1,1,1,0.9997299313545227
289,0,0,1,0.9909281730651855
290,0,0,1,0.9925026297569275
291,0,0,1,0.9862781167030334
292,0,0,1,0.9950414896011353
293,0,0,1,0.9975248575210571
294,1,1,1,0.9999861717224121
295,0,0,1,0.9999657869338989
296,1,1,1,0.9407195448875427
297,1,1,1,0.9940819144248962
298,0,0,1,0.9999956488609314
299,0,0,1,0.9208613038063049
