sample_id,actual,prediction,correct,confidence
0,1,1,1,0.9153178334236145
1,0,0,1,0.9973520636558533
2,1,1,1,0.9959620833396912
3,0,0,1,0.6114360094070435
4,1,1,1,0.9706283807754517
5,0,0,1,0.9985291957855225
6,0,0,1,0.9998883008956909
7,1,1,1,0.9554646611213684
8,0,0,1,0.9900944232940674
9,0,1,0,0.5269467234611511
10,0,0,1,0.6761534214019775
11,0,0,1,0.7647907733917236
12,1,1,1,0.9995542168617249
13,0,0,1,0.9936261177062988
14,1,1,1,0.9910575151443481
15,1,1,1,0.9238891005516052
16,0,0,1,0.5899413824081421
17,1,1,1,0.9908391833305359
18,0,0,1,0.9871121644973755
19,0,0,1,0.9989156723022461
20,0,0,1,0.6986649036407471
21,1,1,1,0.9720325469970703
22,0,0,1,0.8453875184059143
23,1,1,1,0.8705229163169861
24,0,0,1,0.9871060252189636
25,0,0,1,0.9919609427452087
26,0,1,0,0.6197537183761597
27,1,1,1,0.7741481065750122
28,1,1,1,0.8723821640014648
29,1,1,1,0.9995428323745728
30,0,0,1,0.959457516670227
31,1,1,1,0.9480389356613159
32,0,0,1,0.6361315250396729
33,0,0,1,0.7322694659233093
34,1,1,1,0.9569647908210754
35,1,1,1,0.8904906511306763
36,0,0,1,0.9915942549705505
37,0,0,1,0.7929208278656006
38,1,1,1,0.9410474300384521
39,1,1,1,0.8209199905395508
40,1,1,1,0.8133411407470703
41,1,1,1,0.9631901383399963
42,0,0,1,0.9871997833251953
43,0,0,1,0.9936676621437073
44,1,0,0,0.5846332311630249
45,1,1,1,0.915245771408081
46,0,0,1,0.7777926921844482
47,0,0,1,0.5411072969436646
48,1,1,1,0.9644184112548828
49,1,1,1,0.9957199692726135
50,1,1,1,0.9114532470703125
51,0,1,0,0.5018910765647888
52,1,1,1,0.9917156100273132
53,1,1,1,0.9773856997489929
54,0,0,1,0.5916330814361572
55,1,1,1,0.8860421776771545
56,0,0,1,0.9967013001441956
57,1,1,1,0.9963886737823486
58,1,1,1,0.9871267676353455
59,1,1,1,0.9922060370445251
60,0,0,1,0.9672313332557678
61,0,0,1,0.8413044214248657
62,0,0,1,0.9993776679039001
63,0,0,1,0.9456836581230164
64,0,0,1,0.9156036376953125
65,0,0,1,0.8038209676742554
66,0,0,1,0.9935800433158875
67,0,0,1,0.9929043650627136
68,1,1,1,0.9071531891822815
69,1,1,1,0.9813355207443237
70,0,1,0,0.5015369653701782
71,1,1,1,0.9997259974479675
72,1,1,1,0.9987961053848267
73,1,1,1,0.9462199807167053
74,1,1,1,0.8121101260185242
75,0,0,1,0.8808452486991882
76,1,1,1,0.786527693271637
77,0,0,1,0.9450922012329102
78,0,0,1,0.861721932888031
79,1,1,1,0.9285439252853394
80,0,0,1,0.6303006410598755
81,1,1,1,0.9481431245803833
82,0,0,1,0.9776434898376465
83,1,1,1,0.9947474598884583
84,0,0,1,0.9276794195175171
85,1,1,1,0.9296769499778748
86,0,0,1,0.7983167767524719
87,1,1,1,0.9102101922035217
88,0,0,1,0.9990127086639404
89,0,1,0,0.8129283785820007
90,0,0,1,0.9604570865631104
91,0,0,1,0.9993979334831238
92,1,1,1,0.9519274234771729
93,0,0,1,0.8734811544418335
94,1,1,1,0.9565621614456177
95,1,1,1,0.9408880472183228
96,1,1,1,0.9160799384117126
97,1,1,1,0.976690948009491
98,0,0,1,0.8362916111946106
99,1,1,1,0.879929780960083
100,0,0,1,0.84760582447052
101,0,0,1,0.916172206401825
102,0,0,1,0.9962072372436523
103,0,0,1,0.9992024302482605
104,1,1,1,0.5733426213264465
105,0,0,1,0.9036145210266113
106,0,0,1,0.9925076961517334
107,1,1,1,0.9644860625267029
108,0,0,1,0.9994125962257385
109,1,1,1,0.8902474641799927
110,1,1,1,0.8660540580749512
111,1,1,1,0.9698939323425293
112,1,1,1,0.9422191381454468
113,1,1,1,0.9639798998832703
114,0,0,1,0.992287814617157
