sample_id,actual,prediction,correct,confidence
0,4,4.997905731201172,,
1,0,-0.454539030790329,,
2,5,4.920953750610352,,
3,0,-0.9852759838104248,,
4,3,3.6852874755859375,,
5,-6,-7.128240585327148,,
6,-8,-8.498026847839355,,
7,1,2.1425905227661133,,
8,3,3.9959006309509277,,
9,-4,-5.600992202758789,,
10,-2,-2.9338996410369873,,
11,0,1.1383602619171143,,
12,5,6.390122413635254,,
13,-4,-6.085842132568359,,
14,11,9.9296293258667,,
15,8,8.829795837402344,,
16,0,-0.04923173785209656,,
17,-5,-6.427053928375244,,
18,0,1.4500410556793213,,
19,-4,-5.201441764831543,,
20,2,3.0608153343200684,,
21,-4,-5.266579627990723,,
22,-5,-5.424149036407471,,
23,-2,-3.4429187774658203,,
24,-2,-1.535711646080017,,
25,1,1.6372549533843994,,
26,-8,-9.225290298461914,,
27,10,10.174946784973145,,
28,1,1.878882646560669,,
29,4,3.2262165546417236,,
30,8,7.992975234985352,,
31,3,4.247368812561035,,
32,8,8.482827186584473,,
33,-5,-5.88219690322876,,
34,6,6.856597423553467,,
35,-5,-6.014324188232422,,
36,4,5.053157806396484,,
37,7,8.168455123901367,,
38,-12,-12.450813293457031,,
39,-6,-5.22902250289917,,
40,-8,-8.009533882141113,,
41,-4,-3.9605917930603027,,
42,2,2.889465570449829,,
43,0,-0.7115308046340942,,
44,9,10.250720024108887,,
45,9,9.413846015930176,,
46,0,-0.15827453136444092,,
47,1,2.224339008331299,,
48,5,5.696027755737305,,
49,9,9.277113914489746,,
50,1,1.504210352897644,,
51,-9,-8.400956153869629,,
52,-10,-10.419642448425293,,
53,-3,-5.641475200653076,,
54,-10,-10.589526176452637,,
55,2,2.887874126434326,,
56,-4,-4.310638427734375,,
57,3,3.8111541271209717,,
58,-1,-2.2831687927246094,,
59,5,6.6609320640563965,,
60,-7,-8.092143058776855,,
61,-6,-5.3252058029174805,,
62,-9,-9.332551002502441,,
63,-5,-4.183218479156494,,
64,-5,-6.502865791320801,,
65,0,-1.0046652555465698,,
66,-4,-4.431055545806885,,
67,2,3.287200927734375,,
68,0,0.6356011629104614,,
69,-2,-2.244392156600952,,
70,13,13.450775146484375,,
71,1,1.0501313209533691,,
72,-3,-3.2342848777770996,,
73,-4,-3.983248233795166,,
74,0,0.5450657606124878,,
75,3,4.035929203033447,,
76,1,1.1103031635284424,,
77,-10,-9.600311279296875,,
78,-7,-6.9560089111328125,,
79,-6,-6.494570732116699,,
80,0,0.0041734278202056885,,
81,4,3.6520543098449707,,
82,3,2.8485965728759766,,
83,1,0.930980920791626,,
84,0,-0.145975261926651,,
85,3,3.444441556930542,,
86,-1,-1.6286298036575317,,
87,2,2.9461827278137207,,
88,0,-1.1097638607025146,,
89,1,1.9702808856964111,,
90,6,6.733490943908691,,
91,-1,-1.8858697414398193,,
92,0,-0.4560636579990387,,
93,-4,-4.4183349609375,,
94,6,6.391503810882568,,
95,-4,-5.2112627029418945,,
96,0,-1.278106927871704,,
97,-1,-0.5029090642929077,,
98,0,-0.6639511585235596,,
99,-3,-3.344919443130493,,
100,-4,-5.948328971862793,,
101,-5,-4.60729455947876,,
102,6,6.96858024597168,,
103,-10,-9.904618263244629,,
104,4,3.65316104888916,,
105,0,1.3865834474563599,,
106,1,1.6165410280227661,,
107,0,-0.22621598839759827,,
108,10,10.08611011505127,,
109,8,8.105818748474121,,
110,-7,-7.497641563415527,,
111,-1,-1.5799626111984253,,
112,-8,-7.239330291748047,,
113,-8,-7.64031457901001,,
114,0,-0.8752012252807617,,
115,0,1.1940793991088867,,
116,7,7.66981315612793,,
117,0,-0.9441344738006592,,
118,-4,-3.517984628677368,,
119,-3,-2.951874256134033,,
120,-8,-8.844640731811523,,
121,-1,-0.992382287979126,,
122,-1,-0.9262639284133911,,
123,2,3.7370662689208984,,
124,1,2.004912853240967,,
125,-3,-2.884091854095459,,
126,2,2.7764034271240234,,
127,1,0.49092650413513184,,
128,0,0.3492290675640106,,
129,5,5.149469375610352,,
130,4,5.285053253173828,,
131,-5,-5.22571325302124,,
132,8,9.567672729492188,,
133,0,0.22821465134620667,,
134,-5,-5.367561340332031,,
135,0,0.4363801181316376,,
136,5,5.971149921417236,,
137,0,1.0338190793991089,,
138,11,9.704825401306152,,
139,-3,-4.13063383102417,,
140,6,6.850951194763184,,
141,2,1.751166582107544,,
142,3,3.780747413635254,,
143,-5,-5.593528747558594,,
144,11,11.68211841583252,,
145,-7,-8.103964805603027,,
146,-1,-1.410196304321289,,
147,4,4.1071457862854,,
148,-4,-3.9649605751037598,,
149,0,0.12472984194755554,,
150,-5,-6.002227783203125,,
151,0,-1.1055974960327148,,
152,-4,-5.3631720542907715,,
153,-5,-5.462833404541016,,
154,2,1.6025550365447998,,
155,0,0.685401439666748,,
156,9,9.283801078796387,,
157,-3,-2.8082737922668457,,
158,1,0.5826998949050903,,
159,-5,-5.052872657775879,,
160,-5,-5.648315906524658,,
161,7,6.626978874206543,,
162,2,2.3703904151916504,,
163,9,9.851624488830566,,
164,7,7.92668342590332,,
165,3,2.9996275901794434,,
166,9,9.570210456848145,,
167,-8,-8.159296989440918,,
168,-5,-6.749116897583008,,
169,4,4.939818859100342,,
170,8,8.787052154541016,,
171,11,10.366369247436523,,
172,4,5.148772716522217,,
173,0,-0.015172988176345825,,
174,10,10.023569107055664,,
175,-3,-4.425257682800293,,
176,-4,-5.037567615509033,,
177,3,4.553140640258789,,
178,-7,-7.9698333740234375,,
179,10,9.847799301147461,,
180,-7,-7.414261817932129,,
181,0,-0.1816137731075287,,
182,10,9.45942497253418,,
183,2,2.1902966499328613,,
184,-4,-4.339694023132324,,
185,-11,-11.169443130493164,,
186,4,3.864567279815674,,
187,-1,-2.887500524520874,,
188,0,-0.040495723485946655,,
189,4,5.092355251312256,,
190,0,0.1544894278049469,,
191,5,4.617410659790039,,
192,-15,-13.34143352508545,,
193,3,2.418613910675049,,
